ID,Lang,Blk,BlkTrlNum,TrlNum,Tar,Cue,TarPos,TarDir,Acc,RT
S132,B,B1,BT5,T37,Congruent,Central,Above,Right,1,665.09
S132,B,B1,BT6,T38,Incongruent,Double,Below,Right,1,836.94
S132,B,B1,BT7,T39,Incongruent,None,Above,Right,1,894.52
S132,B,B1,BT8,T40,Incongruent,None,Below,Left,1,1012.54
S132,B,B1,BT9,T41,Incongruent,Double,Below,Right,1,809.14
S132,B,B1,BT10,T42,Incongruent,Spatial,Above,Left,1,735.01
S132,B,B1,BT11,T43,Congruent,Spatial,Below,Right,1,480.92
S132,B,B1,BT12,T44,Congruent,Spatial,Below,Left,1,529.2
S132,B,B1,BT13,T45,Congruent,Central,Below,Right,1,507.75
S132,B,B1,BT14,T46,Congruent,Double,Below,Left,1,519.45
S132,B,B1,BT15,T47,Incongruent,Central,Above,Right,1,1041.13
S132,B,B1,BT16,T48,Incongruent,Double,Above,Left,1,671.81
S132,B,B1,BT17,T49,Congruent,Double,Below,Right,1,654.59
S132,B,B1,BT18,T50,Incongruent,Central,Above,Left,1,687.4
S132,B,B1,BT19,T51,Congruent,Double,Above,Left,1,544.15
S132,B,B1,BT20,T52,Incongruent,Double,Below,Left,1,793.63
S132,B,B1,BT21,T53,Congruent,None,Below,Right,1,1122.3
S132,B,B1,BT22,T54,Incongruent,None,Below,Right,1,748.77
S132,B,B1,BT23,T55,Incongruent,Double,Above,Left,1,759.07
S132,B,B1,BT24,T56,Congruent,None,Below,Right,1,571.12
S132,B,B1,BT25,T57,Congruent,Spatial,Above,Left,1,517.86
S132,B,B1,BT26,T58,Congruent,None,Below,Left,1,709.2
S132,B,B1,BT27,T59,Congruent,Double,Below,Right,1,663.09
S132,B,B1,BT28,T60,Congruent,Central,Below,Left,1,467.06
S132,B,B1,BT29,T61,Congruent,Double,Above,Left,1,690.43
S132,B,B1,BT30,T62,Incongruent,Spatial,Below,Left,1,771.07
S132,B,B1,BT31,T63,Incongruent,None,Below,Right,0,563.88
S132,B,B1,BT32,T64,Congruent,Spatial,Above,Right,1,657.52
S132,B,B1,BT33,T65,Incongruent,None,Below,Left,1,770.03
S132,B,B1,BT34,T66,Congruent,Spatial,Below,Right,1,744.67
S132,B,B1,BT35,T67,Incongruent,Double,Above,Left,1,899.91
S132,B,B1,BT36,T68,Congruent,None,Above,Right,1,730.08
S132,B,B1,BT37,T69,Congruent,None,Above,Left,1,596.26
S132,B,B1,BT38,T70,Congruent,None,Above,Left,1,715.42
S132,B,B1,BT39,T71,Congruent,Spatial,Below,Left,1,520.07
S132,B,B1,BT40,T72,Incongruent,Spatial,Above,Right,1,984.72
S132,B,B1,BT41,T73,Congruent,Central,Below,Left,1,604.03
S132,B,B1,BT42,T74,Incongruent,Central,Below,Right,0,605.39
S132,B,B1,BT43,T75,Congruent,None,Below,Right,1,724.69
S132,B,B1,BT44,T76,Incongruent,Central,Above,Right,1,913.38
S132,B,B1,BT45,T77,Incongruent,Central,Above,Right,1,840.78
S132,B,B1,BT46,T78,Incongruent,Central,Below,Left,1,870.41
S132,B,B1,BT47,T79,Incongruent,Central,Above,Left,1,886.52
S132,B,B1,BT48,T80,Congruent,Spatial,Below,Left,1,599.22
S132,B,B1,BT49,T81,Incongruent,Central,Below,Left,1,671.15
S132,B,B1,BT50,T82,Congruent,Double,Above,Right,1,696.81
S132,B,B1,BT51,T83,Congruent,Double,Below,Left,1,883.35
S132,B,B1,BT52,T84,Congruent,Central,Above,Right,1,623.39
S132,B,B1,BT53,T85,Incongruent,Central,Below,Right,1,1212.96
S132,B,B1,BT54,T86,Incongruent,Spatial,Below,Right,1,832.24
S132,B,B1,BT55,T87,Congruent,Central,Above,Left,1,732.6
S132,B,B1,BT56,T88,Incongruent,Spatial,Above,Left,1,963.16
S132,B,B1,BT57,T89,Incongruent,Central,Below,Left,1,844.07
S132,B,B1,BT58,T90,Congruent,Central,Below,Right,1,687.97
S132,B,B1,BT59,T91,Incongruent,None,Above,Left,1,785.98
S132,B,B1,BT60,T92,Incongruent,Double,Above,Right,1,596.24
S132,B,B1,BT61,T93,Congruent,Spatial,Above,Left,1,449.17
S132,B,B1,BT62,T94,Congruent,Central,Above,Left,1,681.76
S132,B,B1,BT63,T95,Incongruent,None,Below,Left,1,1140.75
S132,B,B1,BT64,T96,Incongruent,None,Above,Right,1,954.66
S132,B,B1,BT65,T97,Congruent,Double,Below,Left,1,719.68
S132,B,B1,BT66,T98,Incongruent,Spatial,Above,Right,1,666.93
S132,B,B1,BT67,T99,Congruent,Double,Above,Right,1,503.89
S132,B,B1,BT68,T100,Congruent,None,Above,Right,1,704.97
S132,B,B1,BT69,T101,Incongruent,Double,Below,Right,1,1069.97
S132,B,B1,BT70,T102,Incongruent,Double,Below,Left,1,872.55
S132,B,B1,BT71,T103,Congruent,None,Below,Left,1,688.5
S132,B,B1,BT72,T104,Incongruent,Spatial,Above,Left,1,689.56
S132,B,B1,BT73,T105,Congruent,Double,Above,Left,1,814.16
S132,B,B1,BT74,T106,Incongruent,Double,Below,Left,1,732.58
S132,B,B1,BT75,T107,Incongruent,Central,Above,Left,1,814.34
S132,B,B1,BT76,T108,Incongruent,Spatial,Below,Left,1,852.88
S132,B,B1,BT77,T109,Incongruent,Spatial,Above,Right,1,882.28
S132,B,B1,BT78,T110,Congruent,Central,Above,Left,1,684.02
S132,B,B1,BT79,T111,Incongruent,Spatial,Below,Right,1,715.23
S132,B,B1,BT80,T112,Congruent,None,Above,Left,1,520.5
S132,B,B1,BT81,T113,Congruent,Spatial,Above,Left,1,427.2
S132,B,B1,BT82,T114,Congruent,Spatial,Above,Right,1,658.39
S132,B,B1,BT83,T115,Congruent,Spatial,Above,Right,1,422.96
S132,B,B1,BT84,T116,Incongruent,Double,Above,Right,1,780.69
S132,B,B1,BT85,T117,Incongruent,Spatial,Below,Left,1,853.83
S132,B,B1,BT86,T118,Incongruent,Spatial,Below,Right,1,790.32
S132,B,B1,BT87,T119,Incongruent,None,Below,Right,1,804.49
S132,B,B1,BT88,T120,Incongruent,None,Above,Right,1,758.3
S132,B,B1,BT89,T121,Incongruent,Double,Above,Right,1,804.74
S132,B,B1,BT90,T122,Congruent,Double,Below,Right,1,660.86
S132,B,B1,BT91,T123,Congruent,Central,Above,Right,1,593.55
S132,B,B1,BT92,T124,Congruent,None,Above,Right,1,486.59
S132,B,B1,BT93,T125,Incongruent,None,Above,Left,0,415.32
S132,B,B1,BT94,T126,Congruent,Spatial,Below,Right,1,693.91
S132,B,B1,BT95,T127,Congruent,Central,Below,Right,1,550.2
S132,B,B1,BT96,T128,Congruent,Central,Below,Left,1,676.06
S132,B,B2,BT1,T129,Incongruent,None,Above,Left,1,1130.81
S132,B,B2,BT2,T130,Congruent,None,Below,Right,1,693.24
S132,B,B2,BT3,T131,Incongruent,Central,Above,Right,1,793.89
S132,B,B2,BT4,T132,Congruent,Double,Above,Right,1,513.95
S132,B,B2,BT5,T133,Congruent,Central,Below,Left,1,516.74
S132,B,B2,BT6,T134,Incongruent,Double,Below,Right,1,826.9
S132,B,B2,BT7,T135,Incongruent,Central,Above,Left,1,894.92
S132,B,B2,BT8,T136,Congruent,None,Above,Left,1,563.38
S132,B,B2,BT9,T137,Incongruent,Central,Above,Left,1,1088.75
S132,B,B2,BT10,T138,Incongruent,None,Below,Left,1,814.94
S132,B,B2,BT11,T139,Incongruent,Spatial,Below,Right,1,575.65
S132,B,B2,BT12,T140,Congruent,Central,Above,Right,1,639.19
S132,B,B2,BT13,T141,Incongruent,Double,Above,Right,1,743.28
S132,B,B2,BT14,T142,Congruent,Double,Below,Left,1,642.48
S132,B,B2,BT15,T143,Congruent,Double,Below,Left,1,624.62
S132,B,B2,BT16,T144,Incongruent,None,Above,Left,1,826.22
S132,B,B2,BT17,T145,Congruent,Double,Below,Right,1,630.89
S132,B,B2,BT18,T146,Congruent,None,Below,Left,1,465.06
S132,B,B2,BT19,T147,Incongruent,Central,Below,Left,1,775.64
S132,B,B2,BT20,T148,Congruent,None,Above,Right,1,647.76
S132,B,B2,BT21,T149,Congruent,Central,Below,Right,1,535.22
S132,B,B2,BT22,T150,Incongruent,Spatial,Above,Right,1,669.76
S132,B,B2,BT23,T151,Congruent,Double,Above,Left,1,450.51
S132,B,B2,BT24,T152,Incongruent,Double,Above,Left,1,738.04
S132,B,B2,BT25,T153,Incongruent,Central,Above,Right,1,786.95
S132,B,B2,BT26,T154,Congruent,Double,Above,Right,1,481.72
S132,B,B2,BT27,T155,Incongruent,Double,Below,Right,1,897.01
S132,B,B2,BT28,T156,Congruent,Double,Below,Right,1,565.65
S132,B,B2,BT29,T157,Incongruent,Spatial,Above,Left,1,757.29
S132,B,B2,BT30,T158,Incongruent,Central,Below,Left,1,679.79
S132,B,B2,BT31,T159,Incongruent,None,Below,Right,1,863.36
S132,B,B2,BT32,T160,Congruent,Central,Above,Left,1,589.57
S132,B,B2,BT33,T161,Incongruent,Spatial,Above,Right,1,885.96
S132,B,B2,BT34,T162,Congruent,None,Below,Left,1,720.01
S132,B,B2,BT35,T163,Incongruent,Spatial,Below,Left,1,666.03
S132,B,B2,BT36,T164,Incongruent,Spatial,Below,Left,1,788.74
S132,B,B2,BT37,T165,Incongruent,None,Above,Right,1,1073.72
S132,B,B2,BT38,T166,Incongruent,Central,Below,Right,1,748.03
S132,B,B2,BT39,T167,Congruent,Double,Above,Left,1,587.32
S132,B,B2,BT40,T168,Congruent,Double,Below,Left,1,632.74
S132,B,B2,BT41,T169,Congruent,Central,Above,Left,1,558.33
S132,B,B2,BT42,T170,Congruent,Spatial,Below,Left,1,566.72
S132,B,B2,BT43,T171,Incongruent,Double,Above,Right,1,762.98
S132,B,B2,BT44,T172,Congruent,Central,Below,Left,1,636.17
S132,B,B2,BT45,T173,Incongruent,Spatial,Below,Left,1,662.39
S132,B,B2,BT46,T174,Incongruent,None,Below,Left,1,702.6
S132,B,B2,BT47,T175,Incongruent,None,Below,Left,1,659.67
S132,B,B2,BT48,T176,Congruent,Central,Above,Right,1,703.21
S132,B,B2,BT49,T177,Congruent,None,Above,Left,1,788.18
S132,B,B2,BT50,T178,Congruent,Central,Above,Left,1,375.69
S132,B,B2,BT51,T179,Congruent,Central,Above,Right,1,681.51
S132,B,B2,BT52,T180,Congruent,None,Below,Right,1,579.28
S132,B,B2,BT53,T181,Incongruent,Double,Below,Left,1,695.88
S132,B,B2,BT54,T182,Congruent,Double,Below,Right,1,508.31
S132,B,B2,BT55,T183,Congruent,Spatial,Above,Right,1,457.7
S132,B,B2,BT56,T184,Incongruent,Central,Below,Left,0,440.12
S132,B,B2,BT57,T185,Congruent,Spatial,Above,Left,1,475.57
S132,B,B2,BT58,T186,Incongruent,Spatial,Below,Right,1,1061.99
S132,B,B2,BT59,T187,Congruent,Spatial,Above,Right,1,390.62
S132,B,B2,BT60,T188,Incongruent,None,Above,Left,1,914.25
S132,B,B2,BT61,T189,Incongruent,Spatial,Below,Right,1,937.05
S132,B,B2,BT62,T190,Congruent,None,Above,Right,1,598.92
S132,B,B2,BT63,T191,Incongruent,Double,Above,Right,1,818.88
S132,B,B2,BT64,T192,Incongruent,Spatial,Above,Left,1,661.04
S132,B,B2,BT65,T193,Incongruent,None,Above,Right,1,754.14
S132,B,B2,BT66,T194,Incongruent,Double,Below,Left,1,844.16
S132,B,B2,BT67,T195,Incongruent,Spatial,Above,Right,1,643.39
S132,B,B2,BT68,T196,Incongruent,Central,Below,Right,1,750.82
S132,B,B2,BT69,T197,Congruent,Double,Above,Right,1,510.9
S132,B,B2,BT70,T198,Congruent,Spatial,Below,Right,1,622.62
S132,B,B2,BT71,T199,Congruent,Spatial,Below,Right,1,496.02
S132,B,B2,BT72,T200,Incongruent,None,Below,Right,1,798.44
S132,B,B2,BT73,T201,Congruent,Spatial,Above,Right,1,423.25
S132,B,B2,BT74,T202,Congruent,Central,Below,Right,1,496.02
S132,B,B2,BT75,T203,Incongruent,None,Above,Right,1,854.96
S132,B,B2,BT76,T204,Incongruent,Central,Above,Right,1,644.53
S132,B,B2,BT77,T205,Congruent,None,Below,Right,1,626.29
S132,B,B2,BT78,T206,Congruent,Central,Below,Right,1,582.87
S132,B,B2,BT79,T207,Congruent,Spatial,Above,Left,1,529.72
S132,B,B2,BT80,T208,Incongruent,Double,Below,Right,1,892.73
S132,B,B2,BT81,T209,Incongruent,Spatial,Above,Left,1,593.47
S132,B,B2,BT82,T210,Incongruent,Double,Below,Left,1,764.5
S132,B,B2,BT83,T211,Congruent,Central,Below,Left,1,578.17
S132,B,B2,BT84,T212,Incongruent,Central,Above,Left,1,825.59
S132,B,B2,BT85,T213,Congruent,Double,Above,Left,1,524.09
S132,B,B2,BT86,T214,Congruent,Spatial,Below,Left,1,438.75
S132,B,B2,BT87,T215,Congruent,None,Above,Left,1,626.5
S132,B,B2,BT88,T216,Congruent,None,Below,Left,1,440.26
S132,B,B2,BT89,T217,Congruent,None,Above,Right,1,618.41
S132,B,B2,BT90,T218,Congruent,Spatial,Below,Left,1,552.06
S132,B,B2,BT91,T219,Congruent,Spatial,Above,Left,1,552.37
S132,B,B2,BT92,T220,Incongruent,None,Below,Right,0,568.26
S132,B,B2,BT93,T221,Incongruent,Central,Below,Right,1,819.71
S132,B,B2,BT94,T222,Incongruent,Double,Above,Left,1,1020.28
S132,B,B2,BT95,T223,Congruent,Spatial,Below,Right,1,479.7
S132,B,B2,BT96,T224,Incongruent,Double,Above,Left,1,734.72
S132,B,B3,BT1,T225,Incongruent,None,Above,Left,1,952.68
S132,B,B3,BT2,T226,Congruent,Central,Below,Right,1,544.83
S132,B,B3,BT3,T227,Incongruent,None,Above,Right,1,1103.34
S132,B,B3,BT4,T228,Congruent,Spatial,Above,Right,1,397.65
S132,B,B3,BT5,T229,Congruent,Double,Above,Left,1,676.94
S132,B,B3,BT6,T230,Congruent,Spatial,Above,Left,1,406.73
S132,B,B3,BT7,T231,Incongruent,None,Above,Left,1,767.68
S132,B,B3,BT8,T232,Incongruent,Central,Above,Right,1,602.43
S132,B,B3,BT9,T233,Congruent,Double,Below,Right,1,715.58
S132,B,B3,BT10,T234,Incongruent,Spatial,Below,Right,1,848.33
S132,B,B3,BT11,T235,Congruent,None,Below,Left,1,552.97
S132,B,B3,BT12,T236,Congruent,Spatial,Above,Right,1,465.23
S132,B,B3,BT13,T237,Incongruent,Double,Below,Right,1,807.16
S132,B,B3,BT14,T238,Incongruent,Central,Below,Left,0,460.12
S132,B,B3,BT15,T239,Incongruent,None,Above,Right,1,804.69
S132,B,B3,BT16,T240,Incongruent,Double,Above,Left,1,689.29
S132,B,B3,BT17,T241,Incongruent,Double,Above,Left,1,759.67
S132,B,B3,BT18,T242,Incongruent,None,Below,Right,0,600.32
S132,B,B3,BT19,T243,Congruent,Central,Above,Left,1,711.04
S132,B,B3,BT20,T244,Incongruent,None,Below,Right,1,889.5
S132,B,B3,BT21,T245,Incongruent,Double,Above,Left,1,628.94
S132,B,B3,BT22,T246,Incongruent,Spatial,Above,Left,1,640.39
S132,B,B3,BT23,T247,Incongruent,Central,Below,Right,1,791.05
S132,B,B3,BT24,T248,Congruent,Double,Below,Left,1,699.71
S132,B,B3,BT25,T249,Incongruent,Double,Above,Right,1,641.92
S132,B,B3,BT26,T250,Congruent,Spatial,Above,Left,1,432.39
S132,B,B3,BT27,T251,Congruent,Central,Below,Left,1,680.33
S132,B,B3,BT28,T252,Incongruent,Spatial,Below,Left,1,691.97
S132,B,B3,BT29,T253,Incongruent,Central,Below,Left,1,773.32
S132,B,B3,BT30,T254,Congruent,None,Above,Right,1,1166.87
S132,B,B3,BT31,T255,Congruent,Double,Below,Left,1,614.78
S132,B,B3,BT32,T256,Congruent,Central,Above,Right,1,653.27
S132,B,B3,BT33,T257,Congruent,Spatial,Below,Right,1,556.15
S132,B,B3,BT34,T258,Congruent,Double,Below,Right,1,449.82
S132,B,B3,BT35,T259,Congruent,None,Above,Right,1,534.23
S132,B,B3,BT36,T260,Incongruent,Double,Below,Left,0,543.86
S132,B,B3,BT37,T261,Congruent,Spatial,Above,Right,1,470.19
S132,B,B3,BT38,T262,Incongruent,Double,Below,Left,1,922.77
S132,B,B3,BT39,T263,Incongruent,None,Above,Left,1,925.39
S132,B,B3,BT40,T264,Incongruent,Spatial,Above,Left,1,665.54
S132,B,B3,BT41,T265,Congruent,Spatial,Below,Left,1,522.77
S132,B,B3,BT42,T266,Incongruent,Spatial,Below,Left,1,678.32
S132,B,B3,BT43,T267,Incongruent,Spatial,Above,Right,1,968.24
S132,B,B3,BT44,T268,Congruent,Spatial,Above,Left,1,476.98
S132,B,B3,BT45,T269,Congruent,None,Below,Left,1,737.14
S132,B,B3,BT46,T270,Incongruent,Central,Above,Left,1,686.93
S132,B,B3,BT47,T271,Congruent,Double,Below,Left,1,656.78
S132,B,B3,BT48,T272,Congruent,Central,Above,Right,1,600.48
S132,B,B3,BT49,T273,Congruent,None,Above,Right,1,615.51
S132,B,B3,BT50,T274,Congruent,Double,Below,Right,1,523.04
S132,B,B3,BT51,T275,Incongruent,None,Below,Left,0,492.06
S132,B,B3,BT52,T276,Congruent,Spatial,Below,Left,1,436.45
S132,B,B3,BT53,T277,Congruent,Central,Below,Right,1,457.56
S132,B,B3,BT54,T278,Congruent,None,Below,Right,1,413.74
S132,B,B3,BT55,T279,Congruent,Spatial,Below,Right,1,490.92
S132,B,B3,BT56,T280,Incongruent,Double,Below,Right,1,842.39
S132,B,B3,BT57,T281,Incongruent,Double,Below,Right,1,564.14
S132,B,B3,BT58,T282,Congruent,Double,Above,Right,1,541.74
S132,B,B3,BT59,T283,Incongruent,Spatial,Above,Right,1,575.65
S132,B,B3,BT60,T284,Congruent,None,Above,Left,1,673.96
S132,B,B3,BT61,T285,Incongruent,Central,Below,Right,1,743.64
S132,B,B3,BT62,T286,Congruent,None,Below,Right,1,573.64
S132,B,B3,BT63,T287,Incongruent,Spatial,Below,Right,1,581.43
S132,B,B3,BT64,T288,Incongruent,Double,Below,Left,1,1069.05
S132,B,B3,BT65,T289,Incongruent,Spatial,Above,Left,1,631.36
S132,B,B3,BT66,T290,Incongruent,None,Below,Left,1,772.62
S132,B,B3,BT67,T291,Congruent,Double,Above,Right,1,511.55
S132,B,B3,BT68,T292,Incongruent,None,Below,Right,1,818.89
S132,B,B3,BT69,T293,Incongruent,Central,Below,Left,1,696.34
S132,B,B3,BT70,T294,Incongruent,Spatial,Below,Right,1,644.38
S132,B,B3,BT71,T295,Congruent,None,Below,Left,1,504.93
S132,B,B3,BT72,T296,Congruent,Central,Below,Right,1,678.65
S132,B,B3,BT73,T297,Congruent,Central,Below,Left,1,471.09
S132,B,B3,BT74,T298,Congruent,None,Above,Left,1,570.76
S132,B,B3,BT75,T299,Incongruent,Central,Above,Left,1,728.03
S132,B,B3,BT76,T300,Congruent,Central,Above,Right,1,610.26
S132,B,B3,BT77,T301,Incongruent,None,Above,Right,1,729.47
S132,B,B3,BT78,T302,Incongruent,Central,Below,Right,1,733.2
S132,B,B3,BT79,T303,Incongruent,Central,Above,Left,1,694.5
S132,B,B3,BT80,T304,Congruent,Central,Below,Left,1,463.46
S132,B,B3,BT81,T305,Congruent,Central,Above,Left,1,638.33
S132,B,B3,BT82,T306,Incongruent,Double,Above,Right,1,662.72
S132,B,B3,BT83,T307,Congruent,Double,Above,Right,1,571.85
S132,B,B3,BT84,T308,Congruent,Spatial,Below,Left,1,520.92
S132,B,B3,BT85,T309,Congruent,Central,Above,Left,1,470.29
S132,B,B3,BT86,T310,Incongruent,Spatial,Below,Left,1,420.21
S132,B,B3,BT87,T311,Congruent,None,Below,Right,1,589.83
S132,B,B3,BT88,T312,Incongruent,Spatial,Above,Right,1,790.44
S132,B,B3,BT89,T313,Incongruent,Double,Above,Right,1,649.38
S132,B,B3,BT90,T314,Congruent,Double,Above,Left,1,535.81
S132,B,B3,BT91,T315,Incongruent,Central,Above,Right,1,557.96
S132,B,B3,BT92,T316,Congruent,Spatial,Below,Right,1,596.8
S132,B,B3,BT93,T317,Congruent,None,Above,Left,1,616.86
S132,B,B3,BT94,T318,Congruent,Double,Above,Left,1,456.98
S132,B,B3,BT95,T319,Incongruent,None,Below,Left,1,904.81
S132,B,B3,BT96,T320,Incongruent,Central,Above,Right,0,456.26
S133,B,B1,BT1,T33,Incongruent,Central,Above,Left,1,684.08
S133,B,B1,BT2,T34,Congruent,Spatial,Below,Right,1,494.65
S133,B,B1,BT3,T35,Incongruent,Double,Below,Right,0,491.46
S133,B,B1,BT4,T36,Congruent,Spatial,Below,Right,1,772.85
S133,B,B1,BT5,T37,Congruent,Spatial,Above,Right,1,612.7
S133,B,B1,BT6,T38,Congruent,None,Below,Right,1,564.83
S133,B,B1,BT7,T39,Congruent,Spatial,Above,Right,1,584.21
S133,B,B1,BT8,T40,Incongruent,Double,Above,Left,1,742.72
S133,B,B1,BT9,T41,Congruent,Central,Above,Right,0,798.13
S133,B,B1,BT10,T42,Incongruent,Double,Below,Right,1,1157.74
S133,B,B1,BT11,T43,Congruent,Central,Above,Right,1,765.16
S133,B,B1,BT12,T44,Congruent,Spatial,Below,Right,1,751.44
S133,B,B1,BT13,T45,Congruent,None,Above,Right,1,597.27
S133,B,B1,BT14,T46,Incongruent,Spatial,Above,Right,1,594.13
S133,B,B1,BT15,T47,Incongruent,None,Above,Right,1,658.94
S133,B,B1,BT16,T48,Incongruent,Spatial,Above,Right,1,556.49
S133,B,B1,BT17,T49,Congruent,None,Above,Left,1,681.05
S133,B,B1,BT18,T50,Congruent,Central,Below,Right,1,1031.68
S133,B,B1,BT19,T51,Congruent,Spatial,Above,Left,1,970.92
S133,B,B1,BT20,T52,Congruent,Spatial,Above,Left,1,689.2
S133,B,B1,BT21,T53,Congruent,Double,Above,Left,1,540.76
S133,B,B1,BT22,T54,Congruent,Double,Below,Left,1,790.1
S133,B,B1,BT23,T55,Congruent,Central,Above,Left,1,614.73
S133,B,B1,BT24,T56,Incongruent,Central,Below,Right,1,652.32
S133,B,B1,BT25,T57,Congruent,Double,Above,Right,1,666.65
S133,B,B1,BT26,T58,Incongruent,Spatial,Below,Left,1,942.4
S133,B,B1,BT27,T59,Incongruent,Central,Above,Right,1,614.96
S133,B,B1,BT28,T60,Congruent,Central,Below,Right,1,642.86
S133,B,B1,BT29,T61,Incongruent,Spatial,Below,Right,1,756.86
S133,B,B1,BT30,T62,Congruent,None,Below,Right,1,716.55
S133,B,B1,BT31,T63,Incongruent,Spatial,Below,Left,1,714.52
S133,B,B1,BT32,T64,Congruent,None,Below,Left,1,604.96
S133,B,B1,BT33,T65,Incongruent,None,Above,Right,1,849.87
S133,B,B1,BT34,T66,Incongruent,Central,Above,Left,1,824.07
S133,B,B1,BT35,T67,Congruent,Double,Below,Right,1,742.51
S133,B,B1,BT36,T68,Incongruent,Double,Below,Left,1,1094.77
S133,B,B1,BT37,T69,Congruent,Central,Below,Right,1,641.85
S133,B,B1,BT38,T70,Incongruent,Central,Below,Left,1,964.62
S133,B,B1,BT39,T71,Incongruent,Double,Above,Right,1,833.73
S133,B,B1,BT40,T72,Incongruent,Double,Above,Right,1,905.57
S133,B,B1,BT41,T73,Congruent,Double,Below,Left,1,652.71
S133,B,B1,BT42,T74,Congruent,Double,Above,Left,1,628.79
S133,B,B1,BT43,T75,Congruent,None,Above,Left,1,573.58
S133,B,B1,BT44,T76,Incongruent,None,Above,Left,1,666.63
S133,B,B1,BT45,T77,Congruent,None,Above,Left,1,455.97
S133,B,B1,BT46,T78,Congruent,Double,Above,Right,1,594.65
S133,B,B1,BT47,T79,Congruent,Central,Above,Right,1,531.35
S133,B,B1,BT48,T80,Incongruent,Spatial,Above,Left,1,584.05
S133,B,B1,BT49,T81,Incongruent,Spatial,Above,Left,1,557.34
S133,B,B1,BT50,T82,Congruent,Double,Below,Right,1,742.15
S133,B,B1,BT51,T83,Incongruent,Double,Below,Left,1,926.55
S133,B,B1,BT52,T84,Congruent,Double,Above,Right,1,720.04
S133,B,B1,BT53,T85,Congruent,Spatial,Below,Left,1,660.19
S133,B,B1,BT54,T86,Congruent,Spatial,Above,Right,1,709.7
S133,B,B1,BT55,T87,Incongruent,Central,Above,Right,1,620.21
S133,B,B1,BT56,T88,Incongruent,Central,Below,Right,1,659.9
S133,B,B1,BT57,T89,Congruent,Double,Above,Left,1,630.2
S133,B,B1,BT58,T90,Congruent,Spatial,Above,Left,1,673.31
S133,B,B1,BT59,T91,Incongruent,None,Below,Right,1,786.92
S133,B,B1,BT60,T92,Congruent,Central,Above,Left,1,584.6
S133,B,B1,BT61,T93,Incongruent,Spatial,Above,Left,1,647.79
S133,B,B1,BT62,T94,Incongruent,Spatial,Below,Left,1,704.42
S133,B,B1,BT63,T95,Incongruent,Central,Above,Right,1,760.6
S133,B,B1,BT64,T96,Congruent,Central,Below,Left,1,591.85
S133,B,B1,BT65,T97,Incongruent,None,Below,Left,1,749.31
S133,B,B1,BT66,T98,Incongruent,Central,Below,Left,1,775.84
S133,B,B1,BT67,T99,Incongruent,Central,Above,Left,1,699.68
S133,B,B1,BT68,T100,Incongruent,Central,Below,Left,1,746.59
S133,B,B1,BT69,T101,Congruent,Spatial,Below,Left,1,618.04
S133,B,B1,BT70,T102,Incongruent,None,Above,Right,1,841.64
S133,B,B1,BT71,T103,Congruent,None,Below,Left,1,843.89
S133,B,B1,BT72,T104,Incongruent,None,Below,Left,1,762.8
S133,B,B1,BT73,T105,Incongruent,Spatial,Below,Right,1,565.02
S133,B,B1,BT74,T106,Congruent,Central,Above,Left,1,629.4
S133,B,B1,BT75,T107,Incongruent,None,Above,Left,1,707.92
S133,B,B1,BT76,T108,Congruent,Central,Below,Left,1,675.8
S133,B,B1,BT77,T109,Congruent,Central,Below,Left,1,557.79
S133,B,B1,BT78,T110,Incongruent,None,Below,Right,0,517.5
S133,B,B1,BT79,T111,Incongruent,Double,Above,Right,1,846.92
S133,B,B1,BT80,T112,Congruent,Spatial,Below,Left,1,609.17
S133,B,B1,BT81,T113,Incongruent,Double,Above,Left,1,660.77
S133,B,B1,BT82,T114,Incongruent,Spatial,Below,Right,1,765.37
S133,B,B1,BT83,T115,Incongruent,Spatial,Above,Right,1,707.55
S133,B,B1,BT84,T116,Congruent,Double,Below,Right,1,669.75
S133,B,B1,BT85,T117,Congruent,None,Above,Right,1,831.84
S133,B,B1,BT86,T118,Incongruent,Double,Below,Left,1,1085.65
S133,B,B1,BT87,T119,Incongruent,None,Above,Left,1,836.01
S133,B,B1,BT88,T120,Incongruent,None,Below,Left,1,1150.3
S133,B,B1,BT89,T121,Incongruent,None,Below,Right,1,744.89
S133,B,B1,BT90,T122,Congruent,None,Below,Left,1,648.53
S133,B,B1,BT91,T123,Congruent,None,Above,Right,1,549.33
S133,B,B1,BT92,T124,Congruent,Double,Below,Left,1,578.26
S133,B,B1,BT93,T125,Congruent,None,Below,Right,1,574.98
S133,B,B1,BT94,T126,Incongruent,Double,Below,Right,1,750.17
S133,B,B1,BT95,T127,Incongruent,Double,Above,Left,1,689.72
S133,B,B1,BT96,T128,Incongruent,Central,Below,Right,1,765.38
S133,B,B2,BT1,T129,Incongruent,None,Below,Left,0,1700
S133,B,B2,BT2,T130,Incongruent,None,Above,Right,1,806.83
S133,B,B2,BT3,T131,Incongruent,Double,Above,Left,1,580.03
S133,B,B2,BT4,T132,Incongruent,Central,Above,Right,1,698.47
S133,B,B2,BT5,T133,Congruent,Double,Above,Right,1,597.95
S133,B,B2,BT6,T134,Congruent,Double,Below,Left,1,836.15
S133,B,B2,BT7,T135,Congruent,Spatial,Above,Right,1,871.53
S133,B,B2,BT8,T136,Congruent,Spatial,Below,Right,1,536.06
S133,B,B2,BT9,T137,Congruent,Double,Above,Right,1,532.73
