ID,Lang,Blk,BlkTrlNum,TrlNum,Tar,Cue,TarPos,TarDir,Acc,RT
S153,M,B2,BT96,T224,Congruent,Double,Above,Right,1,402.45
S153,M,B3,BT1,T225,Congruent,Spatial,Below,Left,1,629.98
S153,M,B3,BT2,T226,Incongruent,Central,Above,Right,1,688.71
S153,M,B3,BT3,T227,Congruent,Central,Below,Right,1,445.56
S153,M,B3,BT4,T228,Incongruent,Central,Above,Right,1,786.22
S153,M,B3,BT5,T229,Congruent,Central,Above,Right,1,503.37
S153,M,B3,BT6,T230,Congruent,Double,Above,Left,1,532.25
S153,M,B3,BT7,T231,Congruent,Double,Above,Right,1,488.75
S153,M,B3,BT8,T232,Incongruent,Double,Below,Left,1,822.51
S153,M,B3,BT9,T233,Congruent,Central,Below,Right,1,479.85
S153,M,B3,BT10,T234,Congruent,Spatial,Above,Right,1,459.68
S153,M,B3,BT11,T235,Congruent,Spatial,Above,Left,1,512.5
S153,M,B3,BT12,T236,Congruent,Double,Below,Left,1,488.92
S153,M,B3,BT13,T237,Congruent,Double,Below,Right,1,505.22
S153,M,B3,BT14,T238,Congruent,None,Below,Right,1,475.91
S153,M,B3,BT15,T239,Incongruent,Double,Below,Right,1,919.82
S153,M,B3,BT16,T240,Incongruent,None,Above,Left,1,972.66
S153,M,B3,BT17,T241,Incongruent,Central,Below,Right,1,1077.3
S153,M,B3,BT18,T242,Congruent,Double,Below,Left,1,535.83
S153,M,B3,BT19,T243,Incongruent,Double,Below,Right,1,801.05
S153,M,B3,BT20,T244,Congruent,None,Below,Left,1,711.66
S153,M,B3,BT21,T245,Congruent,None,Above,Left,1,824.95
S153,M,B3,BT22,T246,Incongruent,Double,Above,Left,1,748.19
S153,M,B3,BT23,T247,Incongruent,Double,Above,Right,1,986.28
S153,M,B3,BT24,T248,Incongruent,None,Above,Right,1,893.37
S153,M,B3,BT25,T249,Incongruent,Spatial,Above,Left,1,627.32
S153,M,B3,BT26,T250,Incongruent,Double,Below,Left,1,736.65
S153,M,B3,BT27,T251,Incongruent,None,Below,Left,1,787.05
S153,M,B3,BT28,T252,Congruent,Central,Above,Right,1,544.97
S153,M,B3,BT29,T253,Incongruent,Central,Above,Left,1,717.71
S153,M,B3,BT30,T254,Congruent,None,Above,Left,1,562.67
S153,M,B3,BT31,T255,Incongruent,Central,Below,Left,1,638.86
S153,M,B3,BT32,T256,Congruent,None,Below,Right,1,540.09
S153,M,B3,BT33,T257,Congruent,Double,Above,Left,1,497.04
S153,M,B3,BT34,T258,Incongruent,Spatial,Above,Left,1,639.8
S153,M,B3,BT35,T259,Congruent,Double,Above,Left,1,461.1
S153,M,B3,BT36,T260,Congruent,Spatial,Below,Left,1,577.58
S153,M,B3,BT37,T261,Congruent,Spatial,Above,Left,1,379.02
S153,M,B3,BT38,T262,Congruent,None,Below,Left,1,499.93
S153,M,B3,BT39,T263,Congruent,None,Above,Right,1,471.74
S153,M,B3,BT40,T264,Incongruent,None,Above,Left,1,615.72
S153,M,B3,BT41,T265,Incongruent,Central,Above,Left,1,639.57
S153,M,B3,BT42,T266,Incongruent,Spatial,Above,Left,1,517.52
S153,M,B3,BT43,T267,Congruent,Spatial,Below,Left,1,471.8
S153,M,B3,BT44,T268,Congruent,None,Above,Right,1,496.85
S153,M,B3,BT45,T269,Congruent,Spatial,Below,Right,1,461.33
S153,M,B3,BT46,T270,Incongruent,None,Above,Left,1,685.26
S153,M,B3,BT47,T271,Incongruent,None,Below,Left,1,782.79
S153,M,B3,BT48,T272,Congruent,Double,Below,Right,1,561.01
S153,M,B3,BT49,T273,Incongruent,Central,Below,Right,0,541.21
S153,M,B3,BT50,T274,Incongruent,None,Below,Right,1,708.66
S153,M,B3,BT51,T275,Congruent,Spatial,Below,Right,1,414.38
S153,M,B3,BT52,T276,Congruent,Central,Below,Left,1,541.7
S153,M,B3,BT53,T277,Incongruent,Spatial,Below,Right,1,741.38
S153,M,B3,BT54,T278,Congruent,None,Above,Left,1,620.4
S153,M,B3,BT55,T279,Congruent,None,Below,Left,1,519.41
S153,M,B3,BT56,T280,Incongruent,None,Above,Right,1,687.15
S153,M,B3,BT57,T281,Incongruent,Spatial,Above,Right,1,558.94
S153,M,B3,BT58,T282,Incongruent,None,Below,Right,1,726.68
S153,M,B3,BT59,T283,Incongruent,Central,Below,Left,1,734.47
S153,M,B3,BT60,T284,Congruent,Double,Below,Right,1,522.93
S153,M,B3,BT61,T285,Incongruent,Double,Above,Right,1,670.37
S153,M,B3,BT62,T286,Incongruent,Double,Above,Left,1,651.73
S153,M,B3,BT63,T287,Congruent,Central,Above,Left,1,556.53
S153,M,B3,BT64,T288,Congruent,Central,Above,Left,1,597.59
S153,M,B3,BT65,T289,Incongruent,Central,Below,Right,1,678.4
S153,M,B3,BT66,T290,Incongruent,Spatial,Below,Left,1,636.43
S153,M,B3,BT67,T291,Incongruent,Central,Above,Right,1,733.93
S153,M,B3,BT68,T292,Congruent,None,Above,Right,1,513.57
S153,M,B3,BT69,T293,Incongruent,None,Below,Left,1,787.59
S153,M,B3,BT70,T294,Congruent,Spatial,Above,Left,1,490.45
S153,M,B3,BT71,T295,Congruent,Double,Below,Left,1,528.37
S153,M,B3,BT72,T296,Incongruent,Spatial,Above,Right,1,496.77
S153,M,B3,BT73,T297,Congruent,Central,Above,Right,1,541.52
S153,M,B3,BT74,T298,Incongruent,Central,Above,Left,1,768.57
S153,M,B3,BT75,T299,Congruent,Central,Below,Left,1,554.45
S153,M,B3,BT76,T300,Incongruent,Double,Above,Right,1,678.98
S153,M,B3,BT77,T301,Incongruent,Spatial,Below,Right,1,630.98
S153,M,B3,BT78,T302,Congruent,Spatial,Below,Right,1,503.28
S153,M,B3,BT79,T303,Incongruent,Spatial,Above,Right,1,558.17
S153,M,B3,BT80,T304,Congruent,None,Below,Right,1,494.38
S153,M,B3,BT81,T305,Incongruent,Spatial,Below,Left,1,556.34
S153,M,B3,BT82,T306,Incongruent,None,Above,Right,1,837.2
S153,M,B3,BT83,T307,Incongruent,Spatial,Below,Right,1,627.88
S153,M,B3,BT84,T308,Incongruent,None,Below,Right,1,658.74
S153,M,B3,BT85,T309,Congruent,Spatial,Above,Right,1,474.71
S153,M,B3,BT86,T310,Congruent,Central,Below,Right,1,519.76
S153,M,B3,BT87,T311,Congruent,Double,Above,Right,1,515.28
S153,M,B3,BT88,T312,Incongruent,Double,Above,Left,1,759.48
S153,M,B3,BT89,T313,Congruent,Central,Below,Left,1,535.7
S153,M,B3,BT90,T314,Incongruent,Central,Below,Left,1,733.61
S153,M,B3,BT91,T315,Congruent,Spatial,Above,Right,1,513.1
S153,M,B3,BT92,T316,Incongruent,Spatial,Below,Left,1,608.27
S153,M,B3,BT93,T317,Congruent,Central,Above,Left,1,564.02
S153,M,B3,BT94,T318,Congruent,Double,Above,Right,1,553.15
S153,M,B3,BT95,T319,Incongruent,Double,Below,Right,1,813.96
S153,M,B3,BT96,T320,Incongruent,Double,Below,Left,1,753.08
S154,M,B1,BT1,T33,Incongruent,Double,Below,Right,1,554.97
S154,M,B1,BT2,T34,Congruent,Spatial,Above,Right,1,409.62
S154,M,B1,BT3,T35,Congruent,Spatial,Above,Left,1,370.9
S154,M,B1,BT4,T36,Congruent,Central,Below,Left,0,576.88
S154,M,B1,BT5,T37,Incongruent,Spatial,Above,Left,1,591.5
S154,M,B1,BT6,T38,Incongruent,Spatial,Below,Right,1,552.53
S154,M,B1,BT7,T39,Incongruent,None,Above,Right,1,832.98
S154,M,B1,BT8,T40,Incongruent,Central,Above,Right,1,601.15
S154,M,B1,BT9,T41,Incongruent,Double,Above,Left,1,624.87
S154,M,B1,BT10,T42,Congruent,Spatial,Above,Left,1,682.21
S154,M,B1,BT11,T43,Congruent,Double,Above,Right,1,560.08
S154,M,B1,BT12,T44,Congruent,Spatial,Above,Left,1,405.42
S154,M,B1,BT13,T45,Incongruent,None,Below,Right,1,596.57
S154,M,B1,BT14,T46,Congruent,None,Above,Right,1,499.03
S154,M,B1,BT15,T47,Incongruent,Spatial,Above,Right,1,420.93
S154,M,B1,BT16,T48,Congruent,Central,Above,Right,1,366.31
S154,M,B1,BT17,T49,Incongruent,Central,Below,Right,1,612.98
S154,M,B1,BT18,T50,Congruent,Spatial,Below,Left,1,418.8
S154,M,B1,BT19,T51,Incongruent,Double,Below,Left,1,582.91
S154,M,B1,BT20,T52,Congruent,Central,Above,Right,1,402.17
S154,M,B1,BT21,T53,Incongruent,Spatial,Below,Right,1,433.84
S154,M,B1,BT22,T54,Incongruent,Central,Below,Right,1,571.75
S154,M,B1,BT23,T55,Congruent,Central,Below,Right,1,506.97
S154,M,B1,BT24,T56,Incongruent,Spatial,Above,Left,1,568.26
S154,M,B1,BT25,T57,Congruent,Spatial,Above,Right,1,444.06
S154,M,B1,BT26,T58,Incongruent,Central,Above,Right,1,588.9
S154,M,B1,BT27,T59,Congruent,Double,Below,Right,1,458.39
S154,M,B1,BT28,T60,Congruent,None,Above,Left,1,520.77
S154,M,B1,BT29,T61,Incongruent,Spatial,Below,Left,1,575.96
S154,M,B1,BT30,T62,Congruent,Double,Above,Left,1,416.09
S154,M,B1,BT31,T63,Congruent,Double,Above,Left,1,720.34
S154,M,B1,BT32,T64,Congruent,Central,Below,Left,1,457.31
S154,M,B1,BT33,T65,Incongruent,Central,Below,Left,1,678.66
S154,M,B1,BT34,T66,Congruent,Spatial,Above,Right,1,468.84
S154,M,B1,BT35,T67,Incongruent,None,Below,Left,1,535.22
S154,M,B1,BT36,T68,Incongruent,None,Above,Left,1,953.11
S154,M,B1,BT37,T69,Incongruent,Spatial,Below,Left,1,537.46
S154,M,B1,BT38,T70,Incongruent,Double,Below,Left,1,457.48
S154,M,B1,BT39,T71,Congruent,Spatial,Below,Right,1,433.87
S154,M,B1,BT40,T72,Incongruent,Double,Below,Left,1,562.72
S154,M,B1,BT41,T73,Incongruent,Central,Below,Right,1,449.75
S154,M,B1,BT42,T74,Congruent,Spatial,Below,Right,1,403.12
S154,M,B1,BT43,T75,Incongruent,None,Above,Right,0,675.62
S154,M,B1,BT44,T76,Congruent,Central,Below,Left,1,496.13
S154,M,B1,BT45,T77,Incongruent,Central,Below,Left,1,512.58
S154,M,B1,BT46,T78,Incongruent,Spatial,Above,Left,1,532.4
S154,M,B1,BT47,T79,Congruent,None,Below,Right,1,483.42
S154,M,B1,BT48,T80,Congruent,Spatial,Below,Left,1,374
S154,M,B1,BT49,T81,Incongruent,Double,Above,Right,1,490.77
S154,M,B1,BT50,T82,Congruent,None,Below,Right,1,720.32
S154,M,B1,BT51,T83,Congruent,Central,Above,Right,1,388.37
S154,M,B1,BT52,T84,Congruent,Central,Above,Left,1,368.92
S154,M,B1,BT53,T85,Congruent,Central,Above,Left,1,455.76
S154,M,B1,BT54,T86,Incongruent,Double,Above,Right,1,472.74
S154,M,B1,BT55,T87,Congruent,None,Below,Left,1,570.01
S154,M,B1,BT56,T88,Congruent,Spatial,Below,Right,1,497.29
S154,M,B1,BT57,T89,Incongruent,None,Below,Left,0,471.43
S154,M,B1,BT58,T90,Incongruent,Spatial,Above,Right,1,558.41
S154,M,B1,BT59,T91,Incongruent,Double,Above,Right,1,526.12
S154,M,B1,BT60,T92,Incongruent,Double,Above,Left,1,577.01
S154,M,B1,BT61,T93,Incongruent,Double,Above,Left,1,521.13
S154,M,B1,BT62,T94,Congruent,Central,Above,Left,1,399.31
S154,M,B1,BT63,T95,Incongruent,Double,Below,Right,1,672.35
S154,M,B1,BT64,T96,Incongruent,Central,Above,Left,1,563.42
S154,M,B1,BT65,T97,Congruent,Spatial,Below,Left,1,541.2
S154,M,B1,BT66,T98,Congruent,Double,Below,Left,1,446.04
S154,M,B1,BT67,T99,Congruent,None,Above,Right,1,441.01
S154,M,B1,BT68,T100,Congruent,Double,Below,Left,1,405.78
S154,M,B1,BT69,T101,Incongruent,None,Above,Right,1,613.3
S154,M,B1,BT70,T102,Congruent,None,Below,Left,1,395.98
S154,M,B1,BT71,T103,Incongruent,Central,Above,Left,0,340.75
S154,M,B1,BT72,T104,Incongruent,Central,Above,Left,1,594.56
S154,M,B1,BT73,T105,Incongruent,Spatial,Below,Right,1,632.19
S154,M,B1,BT74,T106,Congruent,None,Below,Left,1,524.44
S154,M,B1,BT75,T107,Congruent,Central,Below,Right,1,622.18
S154,M,B1,BT76,T108,Congruent,Double,Below,Left,1,431.06
S154,M,B1,BT77,T109,Incongruent,None,Below,Right,0,433.05
S154,M,B1,BT78,T110,Incongruent,Spatial,Above,Right,1,603.86
S154,M,B1,BT79,T111,Congruent,Double,Below,Right,1,459.17
S154,M,B1,BT80,T112,Incongruent,Central,Above,Right,1,626.21
S154,M,B1,BT81,T113,Incongruent,None,Below,Right,0,398.76
S154,M,B1,BT82,T114,Incongruent,Double,Below,Right,1,662.88
S154,M,B1,BT83,T115,Incongruent,Central,Below,Left,1,601.36
S154,M,B1,BT84,T116,Congruent,Central,Below,Right,1,447.05
S154,M,B1,BT85,T117,Incongruent,None,Above,Left,1,664.67
S154,M,B1,BT86,T118,Congruent,None,Above,Left,1,742.75
S154,M,B1,BT87,T119,Congruent,None,Above,Right,1,422.58
S154,M,B1,BT88,T120,Incongruent,Spatial,Below,Left,1,570.54
S154,M,B1,BT89,T121,Congruent,None,Above,Left,1,509.64
S154,M,B1,BT90,T122,Congruent,None,Below,Right,1,358.82
S154,M,B1,BT91,T123,Congruent,Double,Above,Right,1,526.94
S154,M,B1,BT92,T124,Congruent,Double,Above,Right,1,399.55
S154,M,B1,BT93,T125,Incongruent,None,Below,Left,1,564.35
S154,M,B1,BT94,T126,Congruent,Double,Below,Right,1,383.82
S154,M,B1,BT95,T127,Incongruent,None,Above,Left,0,406.22
S154,M,B1,BT96,T128,Congruent,Double,Above,Left,1,571.16
S154,M,B2,BT1,T129,Congruent,None,Below,Left,1,426.27
S154,M,B2,BT2,T130,Congruent,None,Above,Left,1,382.71
S154,M,B2,BT3,T131,Congruent,Spatial,Above,Right,1,458.32
S154,M,B2,BT4,T132,Incongruent,Double,Below,Left,1,517.53
S154,M,B2,BT5,T133,Congruent,Spatial,Below,Left,1,367.58
S154,M,B2,BT6,T134,Incongruent,Central,Below,Left,1,506.73
S154,M,B2,BT7,T135,Incongruent,Double,Above,Left,1,599.47
S154,M,B2,BT8,T136,Congruent,Double,Above,Right,1,425.96
S154,M,B2,BT9,T137,Incongruent,None,Below,Left,1,525
S154,M,B2,BT10,T138,Congruent,Central,Above,Left,1,457.83
S154,M,B2,BT11,T139,Congruent,Central,Above,Right,1,357.32
S154,M,B2,BT12,T140,Incongruent,Central,Below,Right,0,363.1
S154,M,B2,BT13,T141,Incongruent,Spatial,Above,Left,1,462.06
S154,M,B2,BT14,T142,Congruent,Central,Below,Left,1,431.63
S154,M,B2,BT15,T143,Congruent,Spatial,Above,Right,1,424.63
S154,M,B2,BT16,T144,Incongruent,None,Below,Right,0,437.45
S154,M,B2,BT17,T145,Incongruent,Spatial,Above,Right,1,499.91
S154,M,B2,BT18,T146,Congruent,Central,Above,Right,1,436.25
S154,M,B2,BT19,T147,Incongruent,Central,Above,Right,1,578.34
S154,M,B2,BT20,T148,Congruent,Central,Above,Left,1,491.57
S154,M,B2,BT21,T149,Incongruent,Spatial,Below,Left,1,667.14
S154,M,B2,BT22,T150,Congruent,Double,Above,Left,1,414.52
S154,M,B2,BT23,T151,Congruent,Double,Below,Left,1,537.23
S154,M,B2,BT24,T152,Congruent,None,Above,Right,1,381.19
S154,M,B2,BT25,T153,Congruent,Spatial,Below,Right,1,493.93
S154,M,B2,BT26,T154,Congruent,Spatial,Below,Right,1,430.73
S154,M,B2,BT27,T155,Congruent,None,Below,Right,1,503.83
S154,M,B2,BT28,T156,Congruent,Double,Above,Right,1,510.47
S154,M,B2,BT29,T157,Congruent,Central,Below,Right,1,444.14
S154,M,B2,BT30,T158,Congruent,Spatial,Above,Right,1,311.52
S154,M,B2,BT31,T159,Incongruent,Double,Above,Right,0,431
S154,M,B2,BT32,T160,Incongruent,None,Below,Right,1,686.49
S154,M,B2,BT33,T161,Incongruent,Central,Below,Right,1,679.92
S154,M,B2,BT34,T162,Congruent,Double,Below,Right,1,457.61
S154,M,B2,BT35,T163,Incongruent,Spatial,Above,Left,1,554.11
S154,M,B2,BT36,T164,Incongruent,None,Above,Left,1,660.41
S154,M,B2,BT37,T165,Incongruent,Double,Above,Right,1,590.71
S154,M,B2,BT38,T166,Congruent,Spatial,Above,Left,1,617.41
S154,M,B2,BT39,T167,Incongruent,None,Below,Left,1,727.03
S154,M,B2,BT40,T168,Congruent,Central,Below,Right,1,435.28
S154,M,B2,BT41,T169,Congruent,None,Below,Left,1,478.82
S154,M,B2,BT42,T170,Incongruent,Spatial,Below,Left,1,562.45
S154,M,B2,BT43,T171,Congruent,Double,Below,Right,1,417.05
S154,M,B2,BT44,T172,Congruent,Double,Above,Left,1,517.45
S154,M,B2,BT45,T173,Congruent,None,Below,Right,1,418.41
S154,M,B2,BT46,T174,Incongruent,Central,Below,Left,1,528.52
S154,M,B2,BT47,T175,Congruent,Spatial,Below,Right,1,403.11
S154,M,B2,BT48,T176,Incongruent,Double,Below,Right,1,500.2
S154,M,B2,BT49,T177,Incongruent,Double,Below,Left,1,497.62
S154,M,B2,BT50,T178,Incongruent,Double,Below,Left,1,614.31
S154,M,B2,BT51,T179,Incongruent,Double,Below,Right,0,425.63
S154,M,B2,BT52,T180,Incongruent,Double,Above,Right,1,745.23
S154,M,B2,BT53,T181,Incongruent,None,Above,Right,1,693.05
S154,M,B2,BT54,T182,Incongruent,None,Below,Left,1,607.65
S154,M,B2,BT55,T183,Incongruent,Double,Above,Left,0,479.03
S154,M,B2,BT56,T184,Congruent,None,Above,Right,1,623.06
S154,M,B2,BT57,T185,Congruent,None,Above,Left,1,564.31
S154,M,B2,BT58,T186,Incongruent,Double,Below,Right,1,704.94
S154,M,B2,BT59,T187,Congruent,Central,Below,Left,1,493.25
S154,M,B2,BT60,T188,Incongruent,Central,Above,Right,0,790.29
S154,M,B2,BT61,T189,Congruent,Central,Below,Left,1,539.3
S154,M,B2,BT62,T190,Incongruent,Spatial,Below,Right,1,663.35
S154,M,B2,BT63,T191,Incongruent,Central,Above,Left,1,628.25
S154,M,B2,BT64,T192,Incongruent,Double,Above,Left,1,626.48
S154,M,B2,BT65,T193,Congruent,Spatial,Above,Left,1,425.36
S154,M,B2,BT66,T194,Congruent,Double,Below,Right,1,480.12
S154,M,B2,BT67,T195,Incongruent,Central,Below,Right,1,627.93
S154,M,B2,BT68,T196,Congruent,Central,Below,Right,1,413.64
S154,M,B2,BT69,T197,Incongruent,Spatial,Below,Right,1,525.07
S154,M,B2,BT70,T198,Congruent,Spatial,Below,Left,1,447.13
S154,M,B2,BT71,T199,Incongruent,Central,Above,Right,1,568.5
S154,M,B2,BT72,T200,Incongruent,None,Above,Right,0,629.91
S154,M,B2,BT73,T201,Congruent,None,Above,Left,1,664.84
S154,M,B2,BT74,T202,Incongruent,Spatial,Above,Right,0,607.05
S154,M,B2,BT75,T203,Incongruent,Spatial,Above,Left,0,658.88
S154,M,B2,BT76,T204,Incongruent,Central,Above,Left,1,784.21
S154,M,B2,BT77,T205,Incongruent,Spatial,Below,Right,1,680.07
S154,M,B2,BT78,T206,Congruent,Double,Above,Right,1,466.35
S154,M,B2,BT79,T207,Congruent,Central,Above,Right,1,518.49
S154,M,B2,BT80,T208,Incongruent,Spatial,Below,Left,1,610.43
S154,M,B2,BT81,T209,Congruent,Double,Below,Left,1,433.17
S154,M,B2,BT82,T210,Incongruent,None,Above,Left,0,508.54
S154,M,B2,BT83,T211,Congruent,None,Below,Left,1,447.17
S154,M,B2,BT84,T212,Incongruent,None,Above,Left,1,675.18
S154,M,B2,BT85,T213,Incongruent,Central,Above,Left,1,687.82
S154,M,B2,BT86,T214,Incongruent,Central,Below,Left,0,414.49
S154,M,B2,BT87,T215,Congruent,Central,Above,Left,1,526.54
S154,M,B2,BT88,T216,Incongruent,Spatial,Above,Right,1,612.17
S154,M,B2,BT89,T217,Incongruent,None,Above,Right,1,683.96
S154,M,B2,BT90,T218,Congruent,Double,Above,Left,1,606.75
S154,M,B2,BT91,T219,Congruent,Spatial,Below,Left,1,499.51
S154,M,B2,BT92,T220,Congruent,None,Above,Right,1,577.84
S154,M,B2,BT93,T221,Congruent,None,Below,Right,1,503.49
S154,M,B2,BT94,T222,Congruent,Spatial,Above,Left,1,343.21
S154,M,B2,BT95,T223,Incongruent,None,Below,Right,1,810.7
S154,M,B2,BT96,T224,Congruent,Double,Below,Left,1,477.99
S154,M,B3,BT1,T225,Congruent,Double,Above,Left,1,487.57
S154,M,B3,BT2,T226,Congruent,Central,Below,Left,1,517.02
S154,M,B3,BT3,T227,Incongruent,Central,Below,Left,1,549.97
S154,M,B3,BT4,T228,Incongruent,Central,Below,Right,0,440.16
S154,M,B3,BT5,T229,Incongruent,Spatial,Below,Right,1,596.1
S154,M,B3,BT6,T230,Congruent,Central,Above,Left,1,459.68
S154,M,B3,BT7,T231,Congruent,Spatial,Below,Left,1,422.82
S154,M,B3,BT8,T232,Congruent,Central,Below,Left,1,482.43
S154,M,B3,BT9,T233,Congruent,Double,Above,Left,1,448.98
S154,M,B3,BT10,T234,Congruent,None,Below,Left,1,421.69
S154,M,B3,BT11,T235,Incongruent,None,Above,Left,1,546.74
S154,M,B3,BT12,T236,Congruent,None,Above,Right,1,466.83
S154,M,B3,BT13,T237,Incongruent,Spatial,Below,Right,1,460.19
S154,M,B3,BT14,T238,Congruent,Double,Above,Right,1,456.09
S154,M,B3,BT15,T239,Congruent,Spatial,Above,Right,1,383.57
S154,M,B3,BT16,T240,Incongruent,Spatial,Above,Left,0,360.27
S154,M,B3,BT17,T241,Incongruent,Central,Above,Left,1,659.52
S154,M,B3,BT18,T242,Incongruent,Double,Below,Right,1,646.23
S154,M,B3,BT19,T243,Incongruent,None,Below,Right,1,675.96
S154,M,B3,BT20,T244,Incongruent,Double,Above,Right,1,573.24
S154,M,B3,BT21,T245,Congruent,Double,Below,Right,1,490.4
S154,M,B3,BT22,T246,Incongruent,None,Below,Right,1,556.47
S154,M,B3,BT23,T247,Congruent,Double,Above,Right,1,570.04
S154,M,B3,BT24,T248,Congruent,Spatial,Below,Left,1,483.88
S154,M,B3,BT25,T249,Congruent,Double,Below,Right,1,474.06
S154,M,B3,BT26,T250,Congruent,None,Below,Right,1,500.22
S154,M,B3,BT27,T251,Incongruent,Double,Below,Right,1,460.64
S154,M,B3,BT28,T252,Congruent,None,Below,Left,1,593.43
S154,M,B3,BT29,T253,Congruent,Spatial,Above,Left,1,483.99
S154,M,B3,BT30,T254,Congruent,Double,Below,Left,1,580.83
S154,M,B3,BT31,T255,Congruent,Double,Below,Right,1,538.04
S154,M,B3,BT32,T256,Incongruent,Central,Above,Left,1,584.98
S154,M,B3,BT33,T257,Congruent,Double,Above,Left,1,512.45
S154,M,B3,BT34,T258,Congruent,None,Below,Right,1,485.95
S154,M,B3,BT35,T259,Congruent,Central,Above,Right,1,473.09
S154,M,B3,BT36,T260,Congruent,Central,Above,Right,1,527.07
S154,M,B3,BT37,T261,Congruent,Double,Below,Left,1,414.65
S154,M,B3,BT38,T262,Incongruent,Double,Above,Right,0,458.46
S154,M,B3,BT39,T263,Congruent,Central,Below,Right,1,552.11
S154,M,B3,BT40,T264,Incongruent,Central,Above,Right,1,802.5
S154,M,B3,BT41,T265,Congruent,Spatial,Below,Right,1,504.5
S154,M,B3,BT42,T266,Incongruent,Central,Below,Left,1,913.97
S154,M,B3,BT43,T267,Congruent,Central,Below,Right,1,629.21
S154,M,B3,BT44,T268,Incongruent,None,Above,Left,1,885.77
S154,M,B3,BT45,T269,Incongruent,Spatial,Below,Left,1,534.5
S154,M,B3,BT46,T270,Incongruent,Double,Above,Left,1,571.93
S154,M,B3,BT47,T271,Incongruent,None,Below,Left,1,615.53
S154,M,B3,BT48,T272,Incongruent,Double,Below,Right,1,513.7
S154,M,B3,BT49,T273,Congruent,Double,Above,Right,1,687.42
S154,M,B3,BT50,T274,Congruent,Spatial,Below,Right,1,565.35
S154,M,B3,BT51,T275,Incongruent,Central,Above,Right,1,510.01
S154,M,B3,BT52,T276,Congruent,Central,Below,Left,1,574.1
S154,M,B3,BT53,T277,Incongruent,Double,Above,Left,1,571.95
S154,M,B3,BT54,T278,Incongruent,Spatial,Above,Left,1,596.3
S154,M,B3,BT55,T279,Congruent,None,Above,Right,1,440.47
S154,M,B3,BT56,T280,Congruent,None,Above,Left,1,437.82
S154,M,B3,BT57,T281,Incongruent,Double,Above,Left,1,478.66
S154,M,B3,BT58,T282,Incongruent,Spatial,Below,Left,1,599.7
S154,M,B3,BT59,T283,Congruent,Spatial,Above,Right,1,391.46
S154,M,B3,BT60,T284,Incongruent,Central,Below,Left,1,631.78
S154,M,B3,BT61,T285,Congruent,Spatial,Below,Left,1,629.98
S154,M,B3,BT62,T286,Incongruent,Double,Below,Left,0,608.08
S154,M,B3,BT63,T287,Congruent,Spatial,Above,Left,1,453.19
S154,M,B3,BT64,T288,Incongruent,None,Below,Right,1,683.36
S154,M,B3,BT65,T289,Incongruent,Spatial,Above,Left,1,821.17
S154,M,B3,BT66,T290,Congruent,Central,Above,Left,1,636.61
S154,M,B3,BT67,T291,Congruent,Double,Below,Left,1,515.08
S154,M,B3,BT68,T292,Incongruent,None,Below,Left,1,629.35
S154,M,B3,BT69,T293,Congruent,None,Above,Left,1,517.9
S154,M,B3,BT70,T294,Incongruent,None,Above,Right,1,635.36
S154,M,B3,BT71,T295,Incongruent,Spatial,Above,Right,1,673.88
S154,M,B3,BT72,T296,Congruent,None,Above,Left,1,538.99
S154,M,B3,BT73,T297,Incongruent,Double,Above,Right,1,527.41
S154,M,B3,BT74,T298,Congruent,Spatial,Above,Right,1,419.45
S154,M,B3,BT75,T299,Congruent,None,Above,Right,1,503.53
S154,M,B3,BT76,T300,Incongruent,None,Below,Left,1,737.25
S154,M,B3,BT77,T301,Incongruent,Double,Below,Left,1,862.56
S154,M,B3,BT78,T302,Incongruent,None,Above,Right,1,648.04
S154,M,B3,BT79,T303,Incongruent,Central,Below,Right,1,560.2
S154,M,B3,BT80,T304,Incongruent,Spatial,Below,Left,1,685.41
S154,M,B3,BT81,T305,Incongruent,None,Above,Right,1,633.69
S154,M,B3,BT82,T306,Incongruent,Spatial,Below,Right,1,462.67
S154,M,B3,BT83,T307,Incongruent,None,Above,Left,1,636.71
S154,M,B3,BT84,T308,Incongruent,Central,Below,Right,1,585.16
S154,M,B3,BT85,T309,Incongruent,Spatial,Above,Right,1,590.62
S154,M,B3,BT86,T310,Congruent,Spatial,Above,Left,1,439.54
S154,M,B3,BT87,T311,Incongruent,Central,Above,Right,1,657.62
S154,M,B3,BT88,T312,Congruent,Spatial,Below,Right,1,470.23
S154,M,B3,BT89,T313,Congruent,Central,Above,Right,1,635.11
S154,M,B3,BT90,T314,Congruent,None,Below,Left,1,673.15
S154,M,B3,BT91,T315,Congruent,Central,Above,Left,1,489.03
S154,M,B3,BT92,T316,Congruent,None,Below,Right,1,396.83
S154,M,B3,BT93,T317,Incongruent,Double,Below,Left,1,518.53
S154,M,B3,BT94,T318,Incongruent,Central,Above,Left,1,703.68
S154,M,B3,BT95,T319,Incongruent,Spatial,Above,Right,0,396.32
S154,M,B3,BT96,T320,Congruent,Central,Below,Right,1,368.34
S155,B,B1,BT1,T33,Incongruent,Central,Below,Left,1,749.19
S155,B,B1,BT2,T34,Congruent,Spatial,Below,Left,1,567.84
S155,B,B1,BT3,T35,Congruent,Central,Above,Left,1,648.97
S155,B,B1,BT4,T36,Incongruent,None,Above,Left,1,677.84
S155,B,B1,BT5,T37,Congruent,Spatial,Above,Right,1,596.22
